scope,feature_group,feature,real_mean,fake_mean,cohen_d_fake_minus_real,absolute_cohen_d
pooled,quantity_only,region_count,69.55421686746988,72.15060240963855,0.04257308990410064,0.04257308990410064
pooled,quantity_only,union_coverage_norm,0.23564935201817547,0.1904452878931168,-0.5322871319249088,0.5322871319249088
pooled,quantity_only,sum_box_area_norm,0.23977247617178607,0.19160445191571937,-0.5506975686745494,0.5506975686745494
pooled,quantity_only,mean_box_area_norm,0.005565016935230628,0.00395969024594314,-0.4187802174869326,0.4187802174869326
pooled,quantity_only,median_box_area_norm,0.003561541064653586,0.002283339437470038,-0.559095666730565,0.559095666730565
pooled,quantity_only,std_box_area_norm,0.006352752527335862,0.005187254141352537,-0.1585714742837767,0.1585714742837767
pooled,quantity_only,mean_box_width_norm,0.17171101769638522,0.1411033801839507,-0.4143423108884751,0.4143423108884751
pooled,quantity_only,mean_box_height_norm,0.03158123621337035,0.025642245836523074,-0.44289379362590553,0.44289379362590553
pooled,quantity_only,mean_confidence,0.8713062661775773,0.8859200388822358,0.4870671437331108,0.4870671437331108
pooled,quantity_only,low_confidence_fraction,0.07375306718713938,0.04483693923615958,-0.3661714867965376,0.3661714867965376
pooled,arrangement_only,center_x_mean,0.4701302075087393,0.4898692461170395,0.21824192677139664,0.21824192677139664
pooled,arrangement_only,center_x_std,0.23652457424332202,0.24460872957789923,0.1510341729241431,0.1510341729241431
pooled,arrangement_only,center_y_mean,0.5124267509539843,0.5279050629226798,0.20459136282558402,0.20459136282558402
pooled,arrangement_only,center_y_std,0.23850550972398984,0.241779342733917,0.08274898434302418,0.08274898434302418
pooled,arrangement_only,center_x_span,0.7756759959146741,0.7849667381360961,0.05976677462957622,0.05976677462957622
pooled,arrangement_only,center_y_span,0.8443609620469803,0.8868392163399269,0.405799918662839,0.405799918662839
pooled,arrangement_only,nearest_neighbor_mean_norm,0.06260320881864585,0.05417279252823472,-0.2939042753792409,0.2939042753792409
pooled,arrangement_only,nearest_neighbor_median_norm,0.050656893747476256,0.043872341752053595,-0.28631497952284146,0.28631497952284146
pooled,arrangement_only,nearest_neighbor_std_norm,0.038971503667596025,0.032249406945256576,-0.24184191354576465,0.24184191354576465
