scope,feature_group,fold,balanced_accuracy,images,features
CommercialPosters,quantity_only,3,0.25,18,10
CommercialPosters,quantity_only,4,0.25,18,10
CommercialPosters,quantity_only,5,0.5,18,10
CommercialPosters,quantity_only,mean,0.45,18,10
CommercialPosters,arrangement_only,1,0.75,18,32
CommercialPosters,arrangement_only,2,0.0,18,32
CommercialPosters,arrangement_only,3,0.5,18,32
CommercialPosters,arrangement_only,4,0.75,18,32
CommercialPosters,arrangement_only,5,0.5,18,32
CommercialPosters,arrangement_only,mean,0.5,18,32
CommercialPosters,quantity_plus_arrangement,1,0.75,18,42
CommercialPosters,quantity_plus_arrangement,2,0.25,18,42
CommercialPosters,quantity_plus_arrangement,3,0.5,18,42
CommercialPosters,quantity_plus_arrangement,4,0.5,18,42
CommercialPosters,quantity_plus_arrangement,5,0.5,18,42
CommercialPosters,quantity_plus_arrangement,mean,0.5,18,42
InfographicCharts,quantity_only,1,0.5833333333333333,54,10
InfographicCharts,quantity_only,2,0.8333333333333333,54,10
InfographicCharts,quantity_only,3,0.8,54,10
InfographicCharts,quantity_only,4,0.9,54,10
InfographicCharts,quantity_only,5,1.0,54,10
InfographicCharts,quantity_only,mean,0.8233333333333335,54,10
InfographicCharts,arrangement_only,1,0.5833333333333334,54,32
InfographicCharts,arrangement_only,2,0.75,54,32
InfographicCharts,arrangement_only,3,0.6,54,32
InfographicCharts,arrangement_only,4,0.6,54,32
InfographicCharts,arrangement_only,5,0.9,54,32
InfographicCharts,arrangement_only,mean,0.6866666666666668,54,32
InfographicCharts,quantity_plus_arrangement,1,0.75,54,42
InfographicCharts,quantity_plus_arrangement,2,1.0,54,42
InfographicCharts,quantity_plus_arrangement,3,0.7,54,42
InfographicCharts,quantity_plus_arrangement,4,0.7,54,42
InfographicCharts,quantity_plus_arrangement,5,0.9,54,42
InfographicCharts,quantity_plus_arrangement,mean,0.8100000000000002,54,42
Receipts,quantity_only,1,0.9285714285714286,64,10
Receipts,quantity_only,2,0.7857142857142857,64,10
Receipts,quantity_only,3,0.8333333333333334,64,10
Receipts,quantity_only,4,0.75,64,10
Receipts,quantity_only,5,0.75,64,10
Receipts,quantity_only,mean,0.8095238095238095,64,10
Receipts,arrangement_only,1,0.6428571428571428,64,32
Receipts,arrangement_only,2,0.9285714285714286,64,32
Receipts,arrangement_only,3,0.8333333333333334,64,32
Receipts,arrangement_only,4,0.9166666666666667,64,32
Receipts,arrangement_only,5,0.75,64,32
Receipts,arrangement_only,mean,0.8142857142857143,64,32
Receipts,quantity_plus_arrangement,1,1.0,64,42
Receipts,quantity_plus_arrangement,2,0.9285714285714286,64,42
Receipts,quantity_plus_arrangement,3,0.9166666666666667,64,42
Receipts,quantity_plus_arrangement,4,1.0,64,42
Receipts,quantity_plus_arrangement,5,0.9166666666666667,64,42
Receipts,quantity_plus_arrangement,mean,0.9523809523809523,64,42
Tables,quantity_only,1,0.8333333333333334,52,10
Tables,quantity_only,2,0.9,52,10
Tables,quantity_only,3,0.8,52,10
Tables,quantity_only,4,0.8,52,10
Tables,quantity_only,5,0.8,52,10
Tables,quantity_only,mean,0.8266666666666665,52,10
Tables,arrangement_only,1,0.75,52,32
Tables,arrangement_only,2,0.6,52,32
Tables,arrangement_only,3,0.8,52,32
Tables,arrangement_only,4,0.8,52,32
Tables,arrangement_only,5,0.6,52,32
Tables,arrangement_only,mean,0.7100000000000001,52,32
Tables,quantity_plus_arrangement,1,0.75,52,42
Tables,quantity_plus_arrangement,2,0.6,52,42
Tables,quantity_plus_arrangement,3,0.9,52,42
Tables,quantity_plus_arrangement,4,0.9,52,42
Tables,quantity_plus_arrangement,5,0.9,52,42
Tables,quantity_plus_arrangement,mean,0.8099999999999999,52,42
UIScreenshots,quantity_only,1,0.8333333333333333,30,10
UIScreenshots,quantity_only,2,0.6666666666666666,30,10
UIScreenshots,quantity_only,3,0.3333333333333333,30,10
UIScreenshots,quantity_only,4,0.5,30,10
UIScreenshots,quantity_only,5,0.8333333333333333,30,10
UIScreenshots,quantity_only,mean,0.6333333333333332,30,10
UIScreenshots,arrangement_only,1,0.8333333333333333,30,32
UIScreenshots,arrangement_only,2,0.8333333333333333,30,32
UIScreenshots,arrangement_only,3,0.8333333333333333,30,32
UIScreenshots,arrangement_only,4,0.6666666666666666,30,32
UIScreenshots,arrangement_only,5,0.5,30,32
UIScreenshots,arrangement_only,mean,0.7333333333333333,30,32
UIScreenshots,quantity_plus_arrangement,1,1.0,30,42
UIScreenshots,quantity_plus_arrangement,2,0.8333333333333333,30,42
UIScreenshots,quantity_plus_arrangement,3,0.8333333333333333,30,42
UIScreenshots,quantity_plus_arrangement,4,0.6666666666666666,30,42
UIScreenshots,quantity_plus_arrangement,5,0.6666666666666666,30,42
UIScreenshots,quantity_plus_arrangement,mean,0.7999999999999999,30,42
