scope,feature_group,feature,real_mean,fake_mean,cohen_d_fake_minus_real,absolute_cohen_d
pooled,quantity_only,region_count,60.156666666666666,81.98333333333333,0.3332265482010571,0.3332265482010571
pooled,quantity_only,union_coverage_norm,0.20583322741501317,0.19006125805943738,-0.17363128858669552,0.17363128858669552
pooled,quantity_only,sum_box_area_norm,0.20938280025910536,0.1912190863252687,-0.19508449890403476,0.19508449890403476
pooled,quantity_only,mean_box_area_norm,0.007379170499535655,0.003392242222058376,-0.6318905283299492,0.6318905283299492
pooled,quantity_only,median_box_area_norm,0.00522178987593586,0.0019761158790121075,-0.5734444120173614,0.5734444120173614
pooled,quantity_only,std_box_area_norm,0.007325249108595371,0.004584040671770801,-0.3791898993390362,0.3791898993390362
pooled,quantity_only,mean_box_width_norm,0.1775981877824742,0.12894715632539727,-0.6492737654788259,0.6492737654788259
pooled,quantity_only,mean_box_height_norm,0.03917164793668936,0.023841193386982592,-0.6539042049697702,0.6539042049697702
pooled,quantity_only,mean_confidence,0.871100255655031,0.8826797210290912,0.3751182346730877,0.3751182346730877
pooled,quantity_only,low_confidence_fraction,0.07993073317590962,0.051052396843223026,-0.33839696948060105,0.33839696948060105
pooled,arrangement_only,center_x_mean,0.47784286373057494,0.4836104700931706,0.061041742505679834,0.061041742505679834
pooled,arrangement_only,center_x_std,0.22229229133378728,0.25064781416933507,0.4435434755136523,0.4435434755136523
pooled,arrangement_only,center_y_mean,0.5009818084335155,0.5355586365401309,0.3988137849484795,0.3988137849484795
pooled,arrangement_only,center_y_std,0.2301670328227214,0.24373093762488954,0.270216794961143,0.270216794961143
pooled,arrangement_only,center_x_span,0.7193242407300855,0.806573839844763,0.44587348216758754,0.44587348216758754
pooled,arrangement_only,center_y_span,0.7863416299473566,0.8990179158284929,0.7343325231128792,0.7343325231128792
pooled,arrangement_only,nearest_neighbor_mean_norm,0.07682528523236064,0.04960348134106949,-0.7516045779461722,0.7516045779461722
pooled,arrangement_only,nearest_neighbor_median_norm,0.06353935796473084,0.040459656936145075,-0.6986297888152989,0.6986297888152989
pooled,arrangement_only,nearest_neighbor_std_norm,0.04508386384521757,0.029413457304388876,-0.4907547332631434,0.4907547332631434
pooled,arrangement_only,pairwise_distance_mean_norm,0.42013443335522493,0.44856049776661183,0.3403776393177185,0.3403776393177185
pooled,arrangement_only,pairwise_distance_std_norm,0.21094844047527844,0.2247722744576385,0.3076788064927041,0.3076788064927041
pooled,arrangement_only,row_alignment_fraction,0.06969534753858411,0.05445560711179143,-0.2921154859840184,0.2921154859840184
pooled,arrangement_only,column_alignment_fraction,0.14501243512571924,0.09946669208550296,-0.33688070913586166,0.33688070913586166
pooled,arrangement_only,angle_mean_abs_deg,4.910667270849933,4.423786467567203,-0.07774289624423399,0.07774289624423399
pooled,arrangement_only,angle_std_deg,12.864078639762832,14.207212662821378,0.10903803473123733,0.10903803473123733
pooled,arrangement_only,rotated_fraction_gt_5deg,0.07221495743055041,0.06799816447867352,-0.043612565693970824,0.043612565693970824
pooled,arrangement_only,center_grid_4_0_0,0.04669729549230762,0.041294624978831226,-0.10146505165421543,0.10146505165421543
pooled,arrangement_only,center_grid_4_0_1,0.0723237514263238,0.054295863623417165,-0.32202431297254697,0.32202431297254697
pooled,arrangement_only,center_grid_4_0_2,0.03791426437217917,0.03544216133694773,-0.0561251224680697,0.0561251224680697
pooled,arrangement_only,center_grid_4_0_3,0.040580819026655106,0.02969666791656734,-0.2193145743659236,0.2193145743659236
pooled,arrangement_only,center_grid_4_1_0,0.07135403208774467,0.07898617291026802,0.12239799841944765,0.12239799841944765
